codice,tipo,nome,istituto,comune,provincia,indirizzo,telefono,email,email_utilizzabile,sito,alunni,distanza_km,minuti_auto
NAAA8GX02X,infanzia statale,Padiglione,IC 1 Rodinò,Ercolano,NA,"Via 4 Novembre - I Traversa, 80056 Ercolano (NA)",081 7776329,naic8gx002@istruzione.it,sì,https://www.rodino.edu.it,111,14.4,22
NAAA8GX01V,infanzia statale,Rodinò,IC 1 Rodinò,Ercolano,NA,"Via 4 Novembre 43, 80056 Ercolano (NA)",081 7390084,naic8gx002@istruzione.it,sì,https://www.rodino.edu.it,57,14.4,22
NAEE8GX014,primaria statale,Rodinò,IC 1 Rodinò,Ercolano,NA,"Via IV Novembre 43, 80056 Ercolano (NA)",081 7390084,naic8gx002@istruzione.it,sì,https://www.rodino.edu.it,323,14.4,22
NAAA8GY01P,infanzia statale,Giampaglia,IC 2 Giampaglia-Iaccarino,Ercolano,NA,"Via Semmola 6, 80056 Ercolano (NA)",081 7390187,naic8gy00t@istruzione.it,sì,https://www.secondocircoloercolano.edu.it,145,14.4,22
NAEE8GY01X,primaria statale,Giampaglia,IC 2 Giampaglia-Iaccarino,Ercolano,NA,"Via Semmola 6, 80056 Ercolano (NA)",081 7390187,naic8gy00t@istruzione.it,sì,https://www.secondocircoloercolano.edu.it,295,14.4,22
NAAA8DA036,infanzia statale,Iovino Scotellaro,IC 3 De Curtis-Ungaretti,Ercolano,NA,"Via Cuparella 2, 80056 Ercolano (NA)",081 7772972,naic8da007@istruzione.it,sì,https://www.ic3decurtisungaretti.edu.it,105,14.4,22
NAAA8DA025,infanzia statale,Via Palmieri,IC 3 De Curtis-Ungaretti,Ercolano,NA,"Via Palmieri, 80056 Ercolano (NA)",081 7713113,naic8da007@istruzione.it,sì,https://www.ic3decurtisungaretti.edu.it,81,14.4,22
NAAA8DA014,infanzia statale,Via Viola,IC 3 De Curtis-Ungaretti,Ercolano,NA,"Via Viola 20, 80056 Ercolano (NA)",081 7713113,naic8da007@istruzione.it,sì,https://www.ic3decurtisungaretti.edu.it,46,14.4,22
NAEE8DA03B,primaria statale,Iovino Scotellaro,IC 3 De Curtis-Ungaretti,Ercolano,NA,"Via Cuparella 2, 80056 Ercolano (NA)",081 7772972,naic8da007@istruzione.it,sì,https://www.ic3decurtisungaretti.edu.it,190,14.4,22
NAEE8DA02A,primaria statale,Via Palmieri,IC 3 De Curtis-Ungaretti,Ercolano,NA,"Via Palmieri 41, 80056 Ercolano (NA)",081 7881291,naic8da007@istruzione.it,sì,https://www.ic3decurtisungaretti.edu.it,120,14.4,22
NAEE8DA019,primaria statale,Via Viola,IC 3 De Curtis-Ungaretti,Ercolano,NA,"Via Viola 20, 80056 Ercolano (NA)",081 7713113,naic8da007@istruzione.it,sì,https://www.ic3decurtisungaretti.edu.it,91,14.4,22
NAAA8GL02L,infanzia statale,Amedeo Maiuri,IC 5 Maiuri,Ercolano,NA,"Via G.d'annunzi 3/5, 80056 Ercolano (NA)",081 7397413,naic8gl00p@istruzione.it,sì,https://www.ic5maiuri.edu.it,110,14.4,22
NAAA8GL01G,infanzia statale,Via Marconi,IC 5 Maiuri,Ercolano,NA,"Via Marconi 113, 80056 Ercolano (NA)",081 7394095,naic8gl00p@istruzione.it,sì,https://www.ic5maiuri.edu.it,133,14.4,22
NAEE8GL01R,primaria statale,Amedeo Maiuri,IC 5 Maiuri,Ercolano,NA,"Via G.d'annunzio 3/5, 80056 Ercolano (NA)",081 7397413,naic8gl00p@istruzione.it,sì,https://www.ic5maiuri.edu.it,169,14.4,22
NAEE8GL02T,primaria statale,Via Marconi,IC 5 Maiuri,Ercolano,NA,"Via Marconi 113, 80056 Ercolano (NA)",081 7394095,naic8gl00p@istruzione.it,sì,https://www.ic5maiuri.edu.it,265,14.4,22
NA1A37500B,infanzia paritaria,Bambi,,Ercolano,NA,"Via dello Spacco 10, 80056 Ercolano (NA)",081 7396361,info@scuolabambi.it,sì,,87,14.4,22
NA1A15900Q,infanzia paritaria,Bimbi Lieti,,Ercolano,NA,"Via Tironi di Moccia 44, 80056 Ercolano (NA)",081 7393063,scuolasantarcisio@libero.it,sì,,54,14.4,22
NA1A72100E,infanzia paritaria,Istituto Gaudino,,Ercolano,NA,"Via Trentola 220, 80056 Ercolano (NA)",081 7773735,istitutogaudino46@libero.it,sì,,15,14.4,22
NA1A9C500B,infanzia paritaria,La Torre di Babele,,Ercolano,NA,"Via Patacca 96, 80056 Ercolano (NA)",081 2355543,miranapoli@scuolatorredibabele.it,sì,,61,14.4,22
NA1A44400L,infanzia paritaria,Peter Pan,,Ercolano,NA,"Via San Vito 134, 80056 Ercolano (NA)",081 7390500,scuolapeterpan71@gmail.com,sì,,65,14.4,22
NA1E14000L,primaria paritaria,Bambi,,Ercolano,NA,"Via dello Spacco 10, 80056 Ercolano (NA)",081 7396361,info@scuolabambi.it,sì,http://www.scuolabambi.it,102,14.4,22
NA1E02100A,primaria paritaria,Figlie di Nostra Signora dell'Eucaristia,,Ercolano,NA,"Via Tironi di Moccia 44, 80056 Ercolano (NA)",081 7393063,scuolasantarcisio@libero.it,sì,,63,14.4,22
NA1E20800N,primaria paritaria,Peter Pan,,Ercolano,NA,"Via San Vito 134, 80056 Ercolano (NA)",081 7390500,scuolapeterpan71@gmail.com,sì,,79,14.4,22
NAAA8CT07B,infanzia statale,Massa di Somma,IC Donizetti,Massa di Somma,NA,"Via Santa I 9, 80040 Massa di Somma (NA)",081 7711313,naic8ct008@istruzione.it,sì,,81,14.4,28
NAEE8CT06G,primaria statale,Massa di Somma,IC Donizetti,Massa di Somma,NA,"Via Marini 1, 80040 Massa di Somma (NA)",081 5744926,naic8ct008@istruzione.it,sì,,145,14.4,28
NA1A74000X,infanzia paritaria,Ascoltando Bambini e Ragazzi,,Massa di Somma,NA,"Via Gennaro De Filippo, 80040 Massa di Somma (NA)",081 5313148,ascoltandoibambini1@gmail.com,sì,,100,14.4,28
NA1E14600G,primaria paritaria,Ascoltando Bambini e Ragazzi,,Massa di Somma,NA,"Via Gennaro De Filippo 49, 80040 Massa di Somma (NA)",081 5313148,ascoltandoibambini1@gmail.com,sì,https://www.ascoltandoibambini.it,122,14.4,28
NAAA8HK02B,infanzia statale,Collodi,IC Salvemini,San Sebastiano al Vesuvio,NA,"Via degli Astronauti, 80040 San Sebastiano al Vesuvio (NA)",081 7867153,naic8hk00d@istruzione.it,sì,https://www.comprensivovesuviosalvemini.edu.it,95,14.5,27
NAAA8HK01A,infanzia statale,Enrico Toti,IC Salvemini,San Sebastiano al Vesuvio,NA,"Via Margherita, 80040 San Sebastiano al Vesuvio (NA)",081 7867155,naic8hk00d@istruzione.it,sì,https://www.comprensivovesuviosalvemini.edu.it,99,14.5,27
NAEE8HK01G,primaria statale,Raffaele Capasso,IC Salvemini,San Sebastiano al Vesuvio,NA,"San Sebastiano Vesuvio, 80040 San Sebastiano al Vesuvio (NA)",081 7711708,naic8hk00d@istruzione.it,sì,https://www.comprensivovesuviosalvemini.edu.it,305,14.5,27
NAEE8HK02L,primaria statale,Sandro Pertini,IC Salvemini,San Sebastiano al Vesuvio,NA,"Via Falconi, 80040 San Sebastiano al Vesuvio (NA)",081 7867157,naic8hk00d@istruzione.it,sì,https://www.comprensivovesuviosalvemini.edu.it,186,14.5,27
NA1A496009,infanzia paritaria,Villa dei Cedri,,San Sebastiano al Vesuvio,NA,"Via Tufarelli 7, 80040 San Sebastiano al Vesuvio (NA)",081 7715968,scuolavilladeicedri@libero.it,sì,,22,14.5,27
NA1E239009,primaria paritaria,Villa dei Cedri,,San Sebastiano al Vesuvio,NA,"Via Tufarelli 7, 80040 San Sebastiano al Vesuvio (NA)",081 7715968,scuolavilladeicedri@libero.it,sì,,55,14.5,27
SAAA89803C,infanzia statale,Casale Manzi,IC Siano-Bracigliano,Bracigliano,SA,"Via Nazario Sauro, 84082 Bracigliano (SA)",081 969443,saic89800d@istruzione.it,sì,http://www.istitutocomprensivosiano.edu.it,63,14.9,30
SAAA89804D,infanzia statale,De Simone,IC Siano-Bracigliano,Bracigliano,SA,"Piazza Amendola, 84082 Bracigliano (SA)",081 960265,saic89800d@istruzione.it,sì,http://www.istitutocomprensivosiano.edu.it,82,14.9,30
SAEE89802L,primaria statale,Capoluogo,IC Siano-Bracigliano,Bracigliano,SA,"Via F. Filzi, 84082 Bracigliano (SA)",081 969382,saic89800d@istruzione.it,sì,http://www.istitutocomprensivosiano.edu.it,137,14.9,30
SAEE89803N,primaria statale,Casale,IC Siano-Bracigliano,Bracigliano,SA,"Via Nazario Sauro, 84082 Bracigliano (SA)",081 969443,saic89800d@istruzione.it,sì,http://www.istitutocomprensivosiano.edu.it,103,14.9,30
NAAA803019,infanzia statale,Camposano,IC Padre Arturo D'Onofrio,Visciano,NA,"Via Corriole 6, 80030 Visciano (NA)",081 5114295,naic80300c@istruzione.it,sì,,38,14.9,32
NAEE80301E,primaria statale,Camposano,IC Padre Arturo D'Onofrio,Visciano,NA,"Via Corriole, 80030 Visciano (NA)",081 8299212,naic80300c@istruzione.it,sì,,114,14.9,32
NA1A69700V,infanzia paritaria,Piccole Apostole della Redenzione,,Visciano,NA,"Via Camaldoli 9, 80030 Visciano (NA)",081 8299973,parvisciano@libero.it,sì,http://www.scuolavf-visciano.it,42,14.9,32
NA1E206002,primaria paritaria,Piccole Apostole della Redenzione,,Visciano,NA,"Via Camaldoli 9, 80030 Visciano (NA)",081 8299973,parvisciano@libero.it,sì,http://www.scuolavf-visciano.it,34,14.9,32
NAAA80303B,infanzia statale,Rione Gescal,IC Padre Arturo D'Onofrio,Casamarciano,NA,"Rione GESCAL, 80032 Casamarciano (NA)",081 8232023,naic80300c@istruzione.it,sì,,32,15.1,25
NAEE80304N,primaria statale,Mercogliano,IC Padre Arturo D'Onofrio,Casamarciano,NA,"Via R. Mercogliano, 80032 Casamarciano (NA)",081 8239448,naic80300c@istruzione.it,sì,,57,15.1,25
NAAA8FQ014,infanzia statale,Via Appia,IC Omodeo-Beethoven,San Vitaliano,NA,"Via Appia, 80030 San Vitaliano (NA)",081 8441333,naic8fq007@istruzione.it,sì,https://www.icsciscianosanvitaliano.edu.it,85,15.1,22
NAEE8FQ019,primaria statale,Via Nicholas Green,IC Omodeo-Beethoven,San Vitaliano,NA,"Via N. Green 2, 80030 San Vitaliano (NA)",081 5198997,naic8fq007@istruzione.it,sì,https://www.icsciscianosanvitaliano.edu.it,186,15.1,22
NA1A69200Q,infanzia paritaria,Les Petites Garcons,,San Vitaliano,NA,"Via Dante 85, 80030 San Vitaliano (NA)",377 469 2521,felicia.capasso@tin.it,no: indirizzo personale,,26,15.1,22
NAAA8DT01Q,infanzia statale,Piazza Mercato,IC 2 Milani-Aliperti,Marigliano,NA,"Piazza Mercato, 80034 Marigliano (NA)",081 8854309,naic8dt00v@istruzione.it,sì,https://www.icmilanialiperti.edu.it,41,15.5,25
NAAA8DT03T,infanzia statale,Rodari,IC 2 Milani-Aliperti,Marigliano,NA,"Via Pontecitra, 80034 Marigliano (NA)",081 88853082,naic8dt00v@istruzione.it,sì,https://www.icmilanialiperti.edu.it,51,15.5,25
NAAA8DT02R,infanzia statale,Via Mautone,IC 2 Milani-Aliperti,Marigliano,NA,"Via Suor Felice Vincenza Mautone, 80034 Marigliano (NA)",081 8411319,naic8dt00v@istruzione.it,sì,https://www.icmilanialiperti.edu.it,143,15.5,25
NAEE8DT011,primaria statale,Don Milani,IC 2 Milani-Aliperti,Marigliano,NA,"Corso Campano 34, 80030 Marigliano (NA)",081 8411483,naic8dt00v@istruzione.it,sì,https://www.icmilanialiperti.edu.it,467,15.5,25
NAAA8BE016,infanzia statale,Pontecitra I,IC Pacinotti,Marigliano,NA,"Via San Luca, 80034 Marigliano (NA)",081 8413283,naic8be009@istruzione.it,sì,https://www.scuolapacinotti.edu.it,111,15.5,25
NAAA8BE027,infanzia statale,Pontecitra II,IC Pacinotti,Marigliano,NA,"Via San Luca, 80034 Marigliano (NA)",081 8855750,naic8be009@istruzione.it,sì,https://www.scuolapacinotti.edu.it,104,15.5,25
NAEE8BE03D,primaria statale,Comparto 219,IC Pacinotti,Marigliano,NA,"Via Pontecitra-Comparto Lg.219, 80034 Marigliano (NA)",081 8855746,naic8be009@istruzione.it,sì,https://www.itipacinotti.edu.it,45,15.5,25
NAEE8BE02C,primaria statale,Miuli,IC Pacinotti,Marigliano,NA,"Via Padre Pio, 80034 Marigliano (NA)",081 5191313,naic8be009@istruzione.it,sì,https://www.itipacinotti.edu.it,129,15.5,25
NAEE8BE01B,primaria statale,Pontecitra,IC Pacinotti,Marigliano,NA,"Via Giorgio Amendola, 80034 Marigliano (NA)",081 8855139,naic8be009@istruzione.it,sì,https://www.itipacinotti.edu.it,286,15.5,25
NAAA8G701V,infanzia statale,G. Gigante,IC Siani-Alighieri,Marigliano,NA,"Via P. Giordano 12, 80034 Marigliano (NA)",081 8411513,naic8g7002@istruzione.it,sì,https://www.sianialighieri.edu.it,64,15.5,25
NAAA8G702X,infanzia statale,Settembrini,IC Siani-Alighieri,Marigliano,NA,"Via Casafalco 1, 80034 Marigliano (NA)",081 8854439,naic8g7002@istruzione.it,sì,https://www.sianialighieri.edu.it,85,15.5,25
NAEE8G7014,primaria statale,Giancarlo Siani,IC Siani-Alighieri,Marigliano,NA,"Via Roberto De Vita 1, 80034 Marigliano (NA)",081 8851860,naic8g7002@istruzione.it,sì,https://www.sianialighieri.edu.it,268,15.5,25
NAEE8G7047,primaria statale,Grazia Deledda,IC Siani-Alighieri,Marigliano,NA,"Via Francesco Baracca 121, 80034 Marigliano (NA)",081 8413744,naic8g7002@istruzione.it,sì,https://www.sianialighieri.edu.it,196,15.5,25
NAEE8G7025,primaria statale,Mons. N. Esposito,IC Siani-Alighieri,Marigliano,NA,"Via San Francesco 123, 80034 Marigliano (NA)",081 8855248,naic8g7002@istruzione.it,sì,https://www.sianialighieri.edu.it,75,15.5,25
NAEE8G7036,primaria statale,Settembrini,IC Siani-Alighieri,Marigliano,NA,"Via Casafalco 1, 80034 Marigliano (NA)",081 8854439,naic8g7002@istruzione.it,sì,https://www.sianialighieri.edu.it,167,15.5,25
NA1AQ9500N,infanzia paritaria,Happy Days,,Marigliano,NA,"Via Faibano 65, 80034 Marigliano (NA)",328 200 3600,scuolahappydays2015@virgilio.it,sì,,9,15.5,25
NA1APV500Q,infanzia paritaria,Il Grillo Parlante,,Marigliano,NA,"Via Pontecitra Trv San Rocco, 80034 Marigliano (NA)",081 8416021,asilogrilloparlante@gmail.com,sì,,56,15.5,25
NA1A559007,infanzia paritaria,Il Trenino,,Marigliano,NA,"Via Vittorio Veneto 20, 80034 Marigliano (NA)",081 8856752,materna.iltrenino@libero.it,sì,,57,15.5,25
NA1A45800E,infanzia paritaria,L'Isola Felice,,Marigliano,NA,"Via Pontecitra 70, 80034 Marigliano (NA)",339 297 7084,lisola_felice@libero.it,sì,https://www.scuolalisolafelice.it,48,15.5,25
NA1A152001,infanzia paritaria,Santa Maria Francesca,,Marigliano,NA,"Corso Campano 85, 80034 Marigliano (NA)",081 6588352,smpnapoletano@libero.it,sì,,24,15.5,25
NA1A45700P,infanzia paritaria,Stellina,,Marigliano,NA,"Via Ambasciatore Montagna 20, 80034 Marigliano (NA)",081 5191320,mariapina@scuolastellina.com,sì,,66,15.5,25
NA1A34900V,infanzia paritaria,Zerosei,,Marigliano,NA,"Via Risorgimento 45, 80034 Marigliano (NA)",081 8854382,scuolamaternazerosei06@gmail.com,sì,https://www.associazionezerosei.it,30,15.5,25
NAAA8EZ03B,infanzia statale,Rione ICAP,IC Mercogliano-Guadagni,Cimitile,NA,"Rione ICAP, 80030 Cimitile (NA)",081 5121358,naic8ez00c@istruzione.it,sì,https://www.comprensivoguadagni.edu.it,103,15.9,24
NAEE8EZ03L,primaria statale,Via Fratelli Mercogliano,IC Mercogliano-Guadagni,Cimitile,NA,"Via Fratelli Mercogliano, 80030 Cimitile (NA)",081 5127062,naic8ez00c@istruzione.it,sì,https://www.comprensivoguadagni.edu.it,240,15.9,24
NAEE8EZ01E,primaria statale,Via Trivice d'Ossa,IC Mercogliano-Guadagni,Cimitile,NA,"Via Trivice d'Ossa, 80030 Cimitile (NA)",081 5126576,naic8ez00c@istruzione.it,sì,https://www.comprensivoguadagni.edu.it,129,15.9,24
NA1A34500G,infanzia paritaria,Albero Azzurro,,Cimitile,NA,"Via San Francesco, 80030 Cimitile (NA)",081 5125215,alberazzurro@libero.it,sì,https://alberoazzurro.altervista.org,61,15.9,24
NAAA8C601L,infanzia statale,Capoluogo,IC 1 De Luca Picione-Giordano,Cercola,NA,"Corso Riccardi 385, 80040 Cercola (NA)",081 5551433,naic8c600q@istruzione.it,sì,,79,16.1,26
NAAA8C603P,infanzia statale,Caravita,IC 1 De Luca Picione-Giordano,Cercola,NA,"Via M. Serao, 80040 Cercola (NA)",081 5551433,naic8c600q@istruzione.it,sì,,58,16.1,26
NAAA8C605R,infanzia statale,Tenente Barone,IC 1 De Luca Picione-Giordano,Cercola,NA,"Via Tenente Barone, 80040 Cercola (NA)",081 7331339,naic8c600q@istruzione.it,sì,,97,16.1,26
NAEE8C601T,primaria statale,Capoluogo,IC 1 De Luca Picione-Giordano,Cercola,NA,"Via Riccardi 383, 80040 Cercola (NA)",081 5551433,naic8c600q@istruzione.it,sì,,243,16.1,26
NAEE8C602V,primaria statale,Caravita,IC 1 De Luca Picione-Giordano,Cercola,NA,"Via Aldo Moro 2, 80040 Cercola (NA)",081 5551433,naic8c600q@istruzione.it,sì,,91,16.1,26
NAEE8C603X,primaria statale,Tenente Barone,IC 1 De Luca Picione-Giordano,Cercola,NA,"Via Tenente Barone, 80040 Cercola (NA)",081 7331339,naic8c600q@istruzione.it,sì,,151,16.1,26
NAAA85001V,infanzia statale,Parco Nanà,IC Custra,Cercola,NA,"Viale dei Fiori, 80040 Cercola (NA)",081 7332163,naic850002@istruzione.it,sì,https://www.iccustra.edu.it,72,16.1,26
NAAA85002X,infanzia statale,Via Campana,IC Custra,Cercola,NA,"Via Campana Rione INA Casa, 80040 Cercola (NA)",081 5551433,naic850002@istruzione.it,sì,https://www.iccustra.edu.it,76,16.1,26
NAEE850014,primaria statale,Modigliani,IC Custra,Cercola,NA,"Via Modigliani, 80040 Cercola (NA)",081 5552374,naic850002@istruzione.it,sì,https://www.iccustra.edu.it,354,16.1,26
NA1A49500D,infanzia paritaria,Baby Garden,,Cercola,NA,"Via Matteotti 40, 80040 Cercola (NA)",081 7333549,ninopina@fastwebnet.it,no: indirizzo personale,,56,16.1,26
NA1A36600L,infanzia paritaria,Figlie di Sant'Anna,,Cercola,NA,"Corso D. Riccardi 357, 80040 Cercola (NA)",081 7331135,scuolas.annacercola@libero.it,sì,,59,16.1,26
NA1A483007,infanzia paritaria,La Verde Isola del Sapere,,Cercola,NA,"Via Gandhi 30/b, 80040 Cercola (NA)",081 5312073,segreteria@verdeisola.it,sì,,161,16.1,26
NA1ACF5000,infanzia paritaria,Rainbow Playschool,,Cercola,NA,"Via Europa 3, 80040 Cercola (NA)",081 18096773,info@rainbowplayschool.it,sì,,63,16.1,26
NA1E23600T,primaria paritaria,Baby Garden,,Cercola,NA,"Via Matteotti 40, 80040 Cercola (NA)",340 138 2493,ninopina@fastwebnet.it,no: indirizzo personale,,59,16.1,26
NA1E13900C,primaria paritaria,Figlie di Sant'Anna,,Cercola,NA,"Via Riccardi 357, 80040 Cercola (NA)",081 7331135,scuolas.annacercola@libero.it,sì,,76,16.1,26
NA1E27400L,primaria paritaria,La Verde Isola del Sapere,,Cercola,NA,"Via Gandhi 30/b, 80040 Cercola (NA)",081 5312073,segreterialaverdeisola@gmail.com,sì,https://verdeisola.it,287,16.1,26
NAAA8CA01D,infanzia statale,Don Bosco,IC 1 Don Bosco-Melloni,Portici,NA,"Via Roma 32, 80055 Portici (NA)",081 482463,naic8ca00l@istruzione.it,sì,https://www.ic1donboscomelloni.edu.it,148,16.4,26
NAEE8CA01P,primaria statale,Don Bosco,IC 1 Don Bosco-Melloni,Portici,NA,"Via Roma 32, 80055 Portici (NA)",081 482463,naic8ca00l@istruzione.it,sì,https://www.ic1donboscomelloni.edu.it,360,16.4,26
NAAA8FW01C,infanzia statale,Via Bernini,IC 2 Da Vinci-Comes,Portici,NA,"Via Bernini 10, 80055 Portici (NA)",081 2154980,naic8fw00g@istruzione.it,sì,https://www.davincicomes.edu.it,190,16.4,26
NAEE8FW02P,primaria statale,Comes-Don Milani,IC 2 Da Vinci-Comes,Portici,NA,"Via C. Vittorio Veneto 19 bis, 80055 Portici (NA)",081 2246167,naic8fw00g@istruzione.it,sì,https://www.davincicomes.edu.it,109,16.4,26
NAEE8FW01N,primaria statale,Leonardo da Vinci,IC 2 Da Vinci-Comes,Portici,NA,"Via Bernini 10, 80055 Portici (NA)",081 2154980,naic8fw00g@istruzione.it,sì,https://www.davincicomes.edu.it,485,16.4,26
NAAA8BP02V,infanzia statale,De Sanctis,IC 3,Portici,NA,"Via San Cristofaro 56 bis, 80055 Portici (NA)",081 2137412,naic8bp001@istruzione.it,sì,http://istitutocomprensivoportici3.edu.it,79,16.4,26
NAAA8BP01T,infanzia statale,Via Lagno,IC 3,Portici,NA,"Via Scalea, 80058 Portici (NA)",081 2137412,naic8bp001@istruzione.it,sì,http://istitutocomprensivoportici3.edu.it,73,16.4,26
NAEE8BP024,primaria statale,De Sanctis,IC 3,Portici,NA,"Via San Cristofaro 56, 80055 Portici (NA)",081 2137412,naic8bp001@istruzione.it,sì,https://istitutocomprensivoportici3.edu.it,266,16.4,26
NAEE8BP013,primaria statale,Ina Casa,IC 3,Portici,NA,"Via Scalea, 80055 Portici (NA)",081 2137412,naic8bp001@istruzione.it,sì,https://istitutocomprensivoportici3.edu.it,104,16.4,26
NAAA8CC037,infanzia statale,Gradoni,IC 4 De Lauzieres,Portici,NA,"Piazzale Gradoni, 80055 Portici (NA)",081 2133200,naic8cc008@istruzione.it,sì,https://www.ic4delauzieresportici.edu.it,39,16.4,26
NAAA8CC026,infanzia statale,Salesiani,IC 4 De Lauzieres,Portici,NA,"Via Dalbono 23, 80055 Portici (NA)",081 2134087,naic8cc008@istruzione.it,sì,https://www.ic4delauzieresportici.edu.it,35,16.4,26
NAAA8CC015,infanzia statale,Salute,IC 4 De Lauzieres,Portici,NA,"Via Salute 45, 80055 Portici (NA)",081 2133240,naic8cc008@istruzione.it,sì,https://www.ic4delauzieresportici.edu.it,128,16.4,26
NAEE8CC01A,primaria statale,De Lauzieres,IC 4 De Lauzieres,Portici,NA,"Via Salute 45, 80055 Portici (NA)",081 2133240,naic8cc008@istruzione.it,sì,https://www.ic4delauzieresportici.edu.it,282,16.4,26
NAEE8CC02B,primaria statale,Salesiani,IC 4 De Lauzieres,Portici,NA,"Via Dalbono 23, 80055 Portici (NA)",081 2134087,naic8cc008@istruzione.it,sì,https://www.ic4delauzieresportici.edu.it,115,16.4,26
NAAA8FV04Q,infanzia statale,Via Caportano,IC 5 Santagata,Portici,NA,"Via Caportano 14bis, 80055 Portici (NA)",081 479776,naic8fv00q@istruzione.it,sì,https://www.ic5santagata.edu.it,71,16.4,26
NAAA8FV03P,infanzia statale,Via Tiziano,IC 5 Santagata,Portici,NA,"Via Poli - V. Tiziano 24, 80055 Portici (NA)",081 276780,naic8fv00q@istruzione.it,sì,https://www.ic5santagata.edu.it,56,16.4,26
NAEE8FV01T,primaria statale,San Giuseppe Moscati,IC 5 Santagata,Portici,NA,"Via Caportano, 80055 Portici (NA)",081 7761931,naic8fv00q@istruzione.it,sì,https://www.ic5santagata.edu.it,213,16.4,26
NA1ATO500M,infanzia paritaria,Happy Baby School,,Portici,NA,"Via V. Bianchi 3, 80055 Portici (NA)",081 7754314,hbschool@libero.it,sì,,13,16.4,26
NA1AAC500T,infanzia paritaria,Il Ciliegio,,Portici,NA,"Traversa Luigi Rocca 8, 80055 Portici (NA)",081 7764655,segreteria@scuolailciliegio.com,sì,https://www.scuolailciliegio.com,91,16.4,26
NA1A61800T,infanzia paritaria,La Casetta,,Portici,NA,"Corso Umberto I 5, 80055 Portici (NA)",081 7767680,scuolalacasetta_2007@libero.it,sì,,29,16.4,26
NA1A38100P,infanzia paritaria,La Girandola,,Portici,NA,"Via Madonnelle 21, 80055 Portici (NA)",081 7766711,segreteria@scuolalagirandola.it,sì,https://www.scuolalagirandola.it,68,16.4,26
NA1A38200E,infanzia paritaria,Missionarie Catechiste del Sacro Cuore,,Portici,NA,"Via Zumbini 38, 80055 Portici (NA)",081 7765442,albadellipaoli@virgilio.it,no: indirizzo personale,,25,16.4,26
NA1A199006,infanzia paritaria,Rossini,,Portici,NA,"Corso Garibaldi 197, 80055 Portici (NA)",081 473068,rossiniportici@libero.it,sì,,98,16.4,26
NA1A37800V,infanzia paritaria,Umberto I,,Portici,NA,"Via Gianturco 36, 80055 Portici (NA)",081 9229593,scuola.infanzia@comune.portici.na.it,sì,,48,16.4,26
